 店舗名,店舗住所,カテゴリー,電話番号,URL
大和郷  旬菜  千秋,〒632-0046 奈良県天理市三昧田町345-3,飲食店,0743-25-7783,https://sensyuu.info/
田楽天理店,〒632-0046 奈良県天理市三昧田町１５０－１,飲食店,0743-67-1415,http://taraku-nara.com/tenri-top/
和食さと  天理店,〒632-0046 奈良県天理市三昧田町17-1,飲食店,07436-7-1600,-
マクドナルド天理ダイキ店,〒632-0046 奈良県天理市三昧田町17-1DCMダイキ,飲食店,0743-67-7131,https://map.mcdonalds.co.jp/map/29539
ピクトン,〒632-0052 奈良県天理市柳本町１３０６番地１,飲食店,0743-68-5517,-
洋食Katsui 山の辺の道,〒632-0052 奈良県天理市柳本町577-1天理市トレイルセンター内,飲食店,0743-67-3838,-
Tea House KURINOKI,〒632-0052 奈良県天理市柳本町590,飲食店,0743-20-5775,-
大和まほろば,〒632-0053 奈良県天理市渋谷町399-1,飲食店,0743-67-1362,-
nitoto,〒632-0063 奈良県天理市西長柄町87,飲食店,0743-67-2388,-
ビッグボーイ 天理,〒632-0071 奈良県天理市田井庄町471-1,飲食店,0743-68-2135,https://www.bigboyjapan.co.jp/
気まぐれ家,〒632-0071 奈良県天理市田井庄町713気まぐれ家,飲食店,090-3614-5383,-
鶴寿司,〒632-0072 奈良県天理市富堂町305-7,飲食店,0743-63-2248,-
喫茶チムニー,〒632-0073 奈良県天理市田町423-8,飲食店,0743-62-4358,-
サーティーワンアイスクリーム  イオン天理店,〒632-0074 奈良県天理市東井戸堂町381,飲食店,0743-62-8131,https://www.31ice.co.jp/
花惣天理店,〒632-0076 奈良県天理市岩室町８８－１,飲食店,0743-61-3087,http://www.hanasou.jp/
コメダ珈琲店天理岩室店,〒632-0076 奈良県天理市岩室町８８－１,飲食店,0743-62-1212,https://www.komeda.co.jp/search/shopdetail.php?id=408
喃風  天理店,〒632-0076 奈良県天理市岩室町73－1アクロスプラザ内,飲食店,0743-63-9123,-
天理岩室食堂,〒632-0076 奈良県天理市岩室町73-1アクロスプラザ天理,飲食店,0743-69-5110,http://www.fujiofood.com/
ガスト 天理,〒632-0081 奈良県天理市二階堂上ノ庄町１６７－１,飲食店,0743-64-6620,-
地鶏やきとり  おしどり。天理本店,〒632-0081 奈良県天理市二階堂上ノ庄町343-3,飲食店,0743-64-5540,-
餃子の王将天理荒蒔町店,〒632-0082 奈良県天理市荒蒔町359-3,飲食店,0743-64-5650,-
大阪王将  天理嘉幡店,〒632-0084 奈良県天理市嘉幡町 671,飲食店,0743-64-2240,-
来来亭天理アロー店,〒632-0084 奈良県天理市嘉幡町593-1来来亭天理アロー店,飲食店,0743-64-1338,-
河童ラーメン  天理店,〒632-0084 奈良県天理市嘉幡町548-8,飲食店,074-368-3131,http://kappa-hompo.co.jp/
ステーキガスト 天理嘉幡,〒632-0084 奈良県天理市嘉幡町６７７－５,飲食店,0743-68-3811,-
和  daining  暖,〒632-0084 奈良県天理市嘉幡町２２７－１,飲食店,080-4012-9677,-
奈良健康ランド・奈良プラザホテル,〒632-0084 奈良県天理市嘉幡町600-1,飲食店,0743-64-1126,https://naraplazahotel.net/
大地のぶた天理店,〒632-0084 奈良県天理市嘉幡町671大地のぶた天理店,飲食料品店,0743-64-6508,-
カレーハウスCoCo壱番屋 天理嘉幡店,〒632-0084 奈良県天理市嘉幡町408-3,飲食店,0743-64-2611,-
すき家  24号天理嘉幡店,〒632-0084 奈良県天理市嘉幡町590-1,飲食店,0120-498-007,-
あきひろ亭,〒632-0094 奈良県天理市前栽町47番地1,飲食店,0743-62-3188,-
一久,〒632-0221 奈良県奈良市都祁白石町567,飲食店,0743-82-1933,-
大和高原ボスコヴィラ,〒632-0251 奈良県奈良市針町３９１８,旅館・ホテル,0743-82-5556,-
つるまる  奈良針テラス,〒632-0251 奈良県奈良市針町345サウスリリィ 1F,飲食店,0743-82-5666,http://www.fujiofood.com/
奈良針テラス食堂,〒632-0251 奈良県奈良市針町345サウスリリィ 1F,飲食店,0743-82-5551,http://www.fujiofood.com/
天理スタミナラーメン  針テラス店,〒632-0251 奈良県奈良市針町346,飲食店,0743-82-5959,-
白玉屋榮壽  茶寮,〒633-0001 奈良県桜井市三輪６６０－１,飲食店,0744-43-3668,https://www.begin.or.jp/~mimuro/
とろろめし  山和,〒633-0001 奈良県桜井市三輪  ６４８－３,飲食店,0744-42-1066,-
福神堂,〒633-0001 奈良県桜井市三輪1237番地の1,飲食店,0744-42-6444,-
すき家  169号桜井三輪店,〒633-0001 奈良県桜井市三輪114-4,飲食店,0120-498-007,-
飛鳥彩瑠璃の丘天極堂テラス,〒633-0045 奈良県桜井市山田692,飲食店,0744-46-5566,-
ココス桜井店,〒633-0053 奈良県桜井市谷２４９－１,飲食店,0744-44-2556,https://www.f-star.co.jp/
マクドナルド165桜井店,〒633-0054 奈良県桜井市阿部425-1,飲食店,0744-44-1190,https://map.mcdonalds.co.jp/map/29545
ガスト 奈良桜井,〒633-0054 奈良県桜井市大字阿部４２９－１,飲食店,0744-44-2002,-
奈良桜井食堂,〒633-0054 奈良県桜井市阿部528-5,飲食店,0744-49-2233,http://www.fujiofood.com/
ミスタードーナツイオン桜井店,〒633-0061 奈良県桜井市上之庄278-1,飲食店,0744-44-1605,-
焼肉 晋州亭,〒633-0061 奈良県桜井市上之庄839-1,飲食店,0744-42-0578,-
アリゼ洋菓子店,〒633-0061 奈良県桜井市上ノ庄214ル.グランリヴィエ-ル,飲食店,0744-46-0383,-
鶴丸饂飩本舗  桜井上ノ庄,〒633-0061 奈良県桜井市上之庄691-1,飲食店,0744-44-1515,http://www.fujiofood.com/
四六時中  桜井店,〒633-0061 奈良県桜井市上之庄278-1イオン桜井店１階,飲食店,0744-44-1266,-
四六時中,〒633-0061 奈良県桜井市上之庄  278-1イオン桜井店,飲食店,0744-44-1266,-
鶴橋風月  桜井店,〒633-0061 奈良県桜井市上之庄  278-1イオン桜井店,飲食店,0744-46-1888,-
フレンチレストランKIYAMURA（キヤムラ）,〒633-0062 奈良県桜井市粟殿475,飲食店,0744-41-6832,https://kiyamura.gorp.jp/
田舎酒茶屋 きらく,〒633-0062 奈良県桜井市粟殿1010-11,飲食店,0744-43-7500,-
焼肉  極味屋,〒633-0062 奈良県桜井市粟殿100-3,飲食店,0744-46-9493,-
株式会社  寿司政,〒633-0062 奈良県桜井市粟殿４７２番地,飲食店,0744-42-2484,http://www.susimasa.com
たのし家,〒633-0062 奈良県桜井市粟殿1026-2,飲食店,090-7102-5017,-
いづみ亭  桜井店,〒633-0062 奈良県桜井市大字粟殿475-5,飲食店,0744-46-0777,-
焼肉  桂司,〒633-0062 奈良県桜井市粟殿1026-2  103号,飲食店,080-8158-1002,https://tabelog.com/nara/A2904/A290402/29011660/
味一番,〒633-0063 奈良県桜井市川合195,飲食店,0744-46-1611,-
浜鮨,〒633-0063 奈良県桜井市川合257-5,飲食店,0744-45-2233,-
ビッグボーイ 桜井,〒633-0065 奈良県桜井市吉備557-1,飲食店,0744-43-2911,https://www.bigboyjapan.co.jp/
河童ラーメン  桜井店,〒633-0068 奈良県桜井市東新堂488-1,飲食店,0744-46-0255,http://kappa-hompo.co.jp/
餃子の王将奈良桜井店,〒633-0068 奈良県桜井市東新堂512-1,飲食店,0744-46-0201,-
かっぱ寿司  奈良桜井店,〒633-0068 奈良県桜井市東新堂486-1,飲食店,0744-42-2767,https://www.kappasushi.jp
サーティワンアイスクリーム  フレスポ桜井店,〒633-0068 奈良県桜井市東新堂516-1,飲食店,0744-43-7631,-
鳥貴族 桜井店,〒633-0068 奈良県桜井市東新堂488-1フレグランス桜井(ラムー桜井店複合施設内),飲食店,0744-47-2688,-
カレーハウスCoCo壱番屋  桜井東新堂店,〒633-0068 奈良県桜井市東新堂４８８番１,飲食店,0744-49-2551,-
三輪山本  お食事処,〒633-0072 奈良県桜井市箸中880,飲食店,0744-43-6661,https://www.miwayama.co.jp
お好み焼きドミング,〒633-0074 奈良県桜井市芝759-1番地,飲食店,0744-42-6530,-
三輪そうめん茶屋  千寿亭,〒633-0074 奈良県桜井市芝293,飲食店,0744-45-0626,https://www.ikeri.co.jp
Le fredonnement ～櫻町  吟～,〒633-0091 奈良県桜井市桜井９５１,飲食店,0744-49-0097,https://sakuramachi-gin.gorp.jp/
あほや奈良桜井駅前店,〒633-0091 奈良県桜井市桜井196-4太子ビル1F,飲食店,090-8239-3241,-
千宝,〒633-0091 奈良県桜井市桜井1259エルト桜井１F,飲食店,0744-45-0448,-
千鶏,〒633-0091 奈良県桜井市桜井1259エルト桜井１F,飲食店,0774-44-1106,-
酢屋長,〒633-0112 奈良県桜井市初瀬745-1,飲食店,0744-47-7121,-
やまとびとのこころ店,〒633-0112 奈良県桜井市初瀬830,飲食店,0744-55-2221,https://yamatobito.net
長谷きりん,〒633-0112 奈良県桜井市初瀬９１５,飲食店,0744-35-8028,https://www.hasekirin.com/
トマト＆オニオン奈良榛原店,〒633-0203 奈良県宇陀市榛原長峯１１－５,飲食店,0745-82-8419,https://www.tomato-a.co.jp/tomatoonion/store/kinki/narahaibara.html
一如庵,〒633-0217 奈良県宇陀市榛原自明1362,飲食店,0745-82-0053,-
たつ屋  榛原駅前店,〒633-0241 奈良県宇陀市下井足1933-19,飲食店,0745-82-8929,http://yakiniku-tatsuya.com/
マクドナルド榛原サンクシティ店,〒633-0241 奈良県宇陀市榛原下井足49-1榛原サンクシティ,飲食店,0745-85-2182,https://map.mcdonalds.co.jp/map/29508
旭亭,〒633-0241 奈良県宇陀市榛原下井足29,飲食店,0745-82-0564,https://r.gnavi.co.jp/k188800/
福寿館はいばら本店,〒633-0253 奈良県宇陀市榛原萩原２４４５,飲食料品店,0745-82-0101,-
うし源本店,〒633-0253 奈良県宇陀市榛原萩原2482,飲食店,0745-82-0017,http://ushigen.com/
町家盆栽Ｃａｆｅコトノハ,〒633-0253 奈良県宇陀市榛原萩原2664,飲食店,0745-85-2156,https://bonsaicafekotonoha.amebaownd.com/
Ｃafe more green,〒633-0253 奈良県宇陀市榛原萩原1928,飲食店,0745-86-1691,http://cafemoregreen.jimdo.com
みーちゃん寿し,〒633-0253 奈良県宇陀市榛原萩原2429番地の3,飲食店,0745-82-0165,-
橋本屋旅館,〒633-0421 奈良県宇陀市室生８００,旅館・ホテル,0745-93-2056,http://hashimotoya-uda.jp
椿寿荘,〒633-2156 奈良県宇陀市大宇陀本郷２６７,旅館・ホテル,0745-83-1303,http://www.chinjyusou.jp/
道の駅  宇陀路大宇陀,〒633-2164 奈良県宇陀市大宇陀拾生714-1,その他業種,0745-83-0051,-
お食事処あきの,〒633-2164 奈良県宇陀市大宇陀拾生250-2,飲食店,0745-96-9977,-
奈美秀照,〒633-2164 奈良県宇陀市大宇陀拾生2309番地,飲食店,090-2592-6154,https://namihide2309.wixsite.com/shojin
料理旅館  今阪屋,〒633-2175 奈良県宇陀市大宇陀中新１９７５番地,飲食店,0745-83-0062,https://imasakaya.com
あまご池高見山荘,〒633-2304 奈良県吉野郡東吉野村杉谷４５,飲食店,0746-44-0006,-
杉ヶ瀬,〒633-2421 奈良県吉野郡東吉野村小川443,旅館・ホテル,0746-42-0012,http://www.higashiyoshino.net
レストランあしびき,〒633-2422 奈良県吉野郡東吉野村鷲家111番地,飲食店,0746-42-0710,-
きのこの舘,〒633-2422 奈良県吉野郡東吉野村鷲家1636,飲食店,0746-42-0554,-
民宿ますもと,〒633-2423 奈良県吉野郡東吉野村小栗栖62-1,飲食店,0746-42-0145,-
やん茶庵,〒633-2424 奈良県吉野郡東吉野村中黒2,飲食店,0746-42-0180,-
ふるさと村  いちえ,〒633-2442 奈良県吉野郡東吉野村大豆生720-2,飲食店,0746-43-0655,-
四季の味  壷井,〒634-0003 奈良県橿原市常盤町600-1,飲食店,0744-24-9111,-
きんのぶた橿原葛本店,〒634-0003 奈良県橿原市常盤町437-1    ,飲食店,0744-25-0298,http://www.1dining.co.jp/
trio diner,〒634-0005 奈良県橿原市北八木町3-65-13,飲食店,0744-20-3313,https://tabelog.com/nara/A2903/A290302/29009752/
炭火焼きホルモン  こてつ,〒634-0005 奈良県橿原市北八木町3丁目1-21,飲食店,0744-41-9439,-
橋もとや  八木店,〒634-0005 奈良県橿原市北八木町1-5-2,飲食店,0744-22-8100,http://peraichi.com/landing_pages/view/hashimotoyanara
にぎり長次郎橿原店,〒634-0006 奈良県橿原市新賀町143-1,飲食店,0744-46-9622,http://chojiro.jp/shop/shop.php?id=51
かごの屋  奈良橿原店,〒634-0006 奈良県橿原市新賀町204-1,飲食店,0744-21-7122,https://kagonoya.food-kr.com/shop/
びっくりドンキー橿原店,〒634-0006 奈良県橿原市新賀町157-2,飲食店,0744-29-2237,https://www.bms-inc.co.jp/bms/franchise/shop.htm?L=BCSDetail&SF=1&ID=A70315491346
花惣八木店,〒634-0006 奈良県橿原市新賀町１８３－１,飲食店,0744-24-3087,http://www.hanasou.jp/
備長炭イタリアン創,〒634-0006 奈良県橿原市新賀町208-1  1階東側,飲食店,0744-25-4141,https://hitosara.com/0006140307/
モスバーガー八木新賀店,〒634-0006 奈良県橿原市新賀町141-2,飲食店,0744-24-6176,-
やきとりとし,〒634-0006 奈良県橿原市新賀町  445-4,飲食店,0744-29-1989,https://lin.ee/utatbSn
ケンタッキーフライドチキン橿原店,〒634-0006 奈良県橿原市新賀町132-2,飲食店,0744-26-2250,-
四季旬彩  畆村,〒634-0007 奈良県橿原市葛本町744-1,飲食店,0744-29-3338,-
イタリアンカフェ  アリオ,〒634-0007 奈良県橿原市葛本町808-1グリーンタウン北八木,飲食店,0744-48-0500,-
ステーキ宮  橿原店,〒634-0007 奈良県橿原市葛本町795-1,飲食店,0744-23-4751,-
サンマルク橿原店,〒634-0007 奈良県橿原市葛本町797-1,飲食店,0744-21-0309,-
あずさ珈琲  橿原店,〒634-0007 奈良県橿原市葛本町775-9,飲食店,090-3828-4221,https://kagonoya.food-kr.com/shop/
河童ラーメン  橿原店,〒634-0007 奈良県橿原市葛本町字不経堂201番1池原観光ビル1Ｆ,飲食店,074-429-0900,http://kappa-hompo.co.jp/
かつアンドかつ  橿原店,〒634-0007 奈良県橿原市葛本町836,飲食店,0744-20-1405,https://www.katsuandkatsu.jp/
ワンカルビ橿原店,〒634-0007 奈良県橿原市葛本町497-1,飲食店,0744-24-2980,http://www.1dining.co.jp/
ココス橿原店,〒634-0007 奈良県橿原市葛本町８２８－１,飲食店,0744-26-0277,https://www.f-star.co.jp/
鉄板  なか乃,〒634-0007 奈良県橿原市葛本町194-4,飲食店,0744-21-5005,http://teppan-nakano.com/
マクドナルド橿原葛本町店,〒634-0007 奈良県橿原市葛本町706-1,飲食店,0744-23-3208,-
ガスト 橿原,〒634-0007 奈良県橿原市葛本町６７７－１,飲食店,07442-6-2015,-
利助,〒634-0007 奈良県橿原市葛本町498-5,飲食店,0744-23-9307,-
とりでん  橿原店,〒634-0007 奈良県橿原市葛本町７９３－１,飲食店,0744-20-0155,-
かにの家,〒634-0007 奈良県橿原市葛本町189-2,飲食料品店,0744-25-8808,http://www.kaninoie.com
焼肉きんぐ 橿原店,〒634-0007 奈良県橿原市葛本町735-6,飲食店,0744-47-2909,https://www.yakiniku-king.jp/
居酒屋梅乃華,〒634-0007 奈良県橿原市葛本町808-1グリーンタウン北八木,飲食店,0744-29-9191,-
餃子たかすみ,〒634-0007 奈良県橿原市葛本町807-5,飲食店,0744-42-4244,http://takasumi.com
お好み 焼まん房  まん房  葛本店,〒634-0007 奈良県橿原市葛本町744-1,飲食店,0744-23-5757,http://www.manboh.com/
焼肉特急  橿原駅,〒634-0008 奈良県橿原市十市町855-3,飲食店,0744-29-1529,https://tokkyu.info/store/
福寿館本館,〒634-0008 奈良県橿原市十市町425-1,飲食店,0744-21-5511,-
がんこ橿原店,〒634-0008 奈良県橿原市十市町852-1,飲食店,0774-25-6363,https://www.gankofood.co.jp/shop/detail/wa-kashihara
カレーハウスCoCo壱番屋 ツインゲート橿原店,〒634-0008 奈良県橿原市十市町1222-1,飲食店,0744-20-3222,-
餃子の王将  奈良橿原店,〒634-0008 奈良県橿原市十市町858‐1餃子の王将奈良橿原店,飲食店,0744-25-4544,-
4'season,〒634-0027 奈良県橿原市高殿町567,飲食料品店,0744-25-8248,-
来来亭橿原店,〒634-0028 奈良県橿原市法花寺町60-1来来亭橿原店,飲食店,0744-24-6539,-
台湾料理  吉味,〒634-0028 奈良県橿原市法花寺町85-2,飲食店,074-424-2597,-
餃子の王将橿原神宮店,〒634-0033 奈良県橿原市城殿町251-7,飲食店,0744-22-5909,-
鮨  かわしま,〒634-0045 奈良県橿原市石川町291-1,飲食店,0744-35-1665,-
居酒屋なつかし処  ねこと小判,〒634-0045 奈良県橿原市石川町４２５オークマンション  １階,飲食店,0744-27-6565,-
Oyster Bar LIBERTAS,〒634-0045 奈良県橿原市石川町425オークマンション1F,飲食店,0744-28-3081,-
贅沢酒場まる,〒634-0045 奈良県橿原市石川町100-1,飲食店,0744-28-4885,-
旬彩かづ,〒634-0045 奈良県橿原市石川町２－２ハイム橿原,飲食店,0744-41-6171,-
炉端焼  熊野,〒634-0045 奈良県橿原市石川町333-3,飲食店,0744-28-0444,http://robata-kumano.com/
活魚と日本料理  和楽心  橿原神宮店,〒634-0046 奈良県橿原市栄和町３６－１,飲食店,0744-25-8508,https://tomoe-group.com/warakushin/
博多長浜らーめん夢街道  橿原神宮前店,〒634-0046 奈良県橿原市栄和町40-3,飲食店,0744-29-0001,https://yumekaidou.com/
お好み焼はここやねん  橿原神宮前店,〒634-0062 奈良県橿原市御坊町６４－１,飲食店,0744-24-7667,https://www.cocoyanen.jp/shop_detail?id=kashihara
和食さと  橿原北店,〒634-0062 奈良県橿原市御坊町仏生北21-1,飲食店,07442-5-5345,-
串かつ日和,〒634-0062 奈良県橿原市御坊町３３－４,飲食店,0744-24-8694,-
橿原オークホテル,〒634-0063 奈良県橿原市久米町久米町905-2橿原オークホテル,旅館・ホテル,0744-23-2525,http://kashihara-oakhotel.com
橿原観光ホテル,〒634-0063 奈良県橿原市久米町８６２,旅館・ホテル,0744-22-3235,http://www.kashihara-kankou.com/
フィレ肉専門店  にくぞう,〒634-0063 奈良県橿原市久米町860-3,飲食店,0744-41-9219,https://www.nikuzo.com/
リトルマーメイド橿原神宮前店,〒634-0063 奈良県橿原市久米町618,飲食店,0744-23-9699,-
カフェ＆レストラン  甘樫,〒634-0063 奈良県橿原市久米町652-2THE KASHIHARA,旅館・ホテル,0744-28-6636,https://www.daiwaresort.jp/kashihara/restaurant/index.html
和食レストラン  まほろば,〒634-0063 奈良県橿原市久米町652-2THE KASHIHARA,旅館・ホテル,0744-28-6636,https://www.daiwaresort.jp/kashihara/restaurant/index.html
スカイレストラン  橿原,〒634-0063 奈良県橿原市久米町652-2THE KASHIHARA,旅館・ホテル,0744-28-6636,https://www.daiwaresort.jp/kashihara/restaurant/index.html
中国料理レストラン  鳳凰,〒634-0063 奈良県橿原市久米町652-2THE KASHIHARA,旅館・ホテル,0744-28-6636,https://www.daiwaresort.jp/kashihara/restaurant/index.html
スカイバー  白鳳,〒634-0063 奈良県橿原市久米町652-2THE KASHIHARA,旅館・ホテル,0744-28-6636,https://www.daiwaresort.jp/kashihara/restaurant/index.html
きはる橿原店,〒634-0063 奈良県橿原市久米町618近鉄橿原神宮駅構内,飲食店,0744-24-6835,https://kintetsu-rs.com/brand/
ドトールコーヒーショップ近鉄橿原神宮前駅店,〒634-0063 奈良県橿原市久米町618番地,飲食店,0744-23-2908,https://ciaopresso.com/
ココス橿原神宮店,〒634-0063 奈良県橿原市久米町６８１,飲食店,0744-26-1385,https://www.f-star.co.jp/
焼肉ホルモンまっちゃん,〒634-0063 奈良県橿原市久米町661大和開発ビル１階,飲食店,0744-48-0298,https://tabelog.com/nara/A2903/A290302/29012081/
ａｓ  ＷＩＮＥ  ＤＩＮＩＮＧ,〒634-0063 奈良県橿原市久米町７０８コレツィオーネ１Ｆ－Ｂ号,飲食店,0744-24-5479,https://r.gnavi.co.jp/89z26c5b0000/
マクドナルド169橿原店,〒634-0063 奈良県橿原市久米町712,飲食店,0744-26-2514,-
ガスト 橿原神宮前,〒634-0063 奈良県橿原市久米町芝田７１３,飲食店,07442-6-2016,-
食べ飲み処まる,〒634-0063 奈良県橿原市久米町646-6,飲食店,0744-28-3249,-
かま善,〒634-0063 奈良県橿原市久米町661  大和開発ビルB1,飲食店,0744-27-2344,-
くいもの屋わん橿原神宮前店,〒634-0063 奈良県橿原市久米町６６１大和開発ビル２F,飲食店,0744-26-1011,https://k599250.gorp.jp
柿の葉ずしヤマトあすか店,〒634-0064 奈良県橿原市見瀬町701-1,飲食店,0744-28-8010,http://www.kakinoha.com
又兵衛,〒634-0064 奈良県橿原市見瀬町607-1,飲食店,0744-28-3963,-
橿原見瀬町食堂,〒634-0064 奈良県橿原市見瀬町684-3,飲食店,0744-26-6767,http://www.fujiofood.com/
夢庵 橿原醍醐,〒634-0072 奈良県橿原市醍醐町２６７－１,飲食店,0744-21-3023,-
醍醐町食堂,〒634-0072 奈良県橿原市醍醐町360-1,飲食店,0744-20-1138,http://www.fujiofood.com/
田楽うねび店,〒634-0073 奈良県橿原市縄手町１５０－１,飲食店,0744-29-5678,-
たつ屋  八木駅前店,〒634-0078 奈良県橿原市八木町1丁目８－６,飲食店,0744-23-1329,http://yakiniku-tatsuya.com/
ジュールフェリエ  ラ・バンク,〒634-0078 奈良県橿原市八木町1丁目2-13,飲食店,0744-29-2900,-
Trattoria 前澤,〒634-0078 奈良県橿原市八木町1-7-38 2F,飲食店,0744-48-3808,http://www.torattoria-maezawa.com/
CAFFE&LOUNGE OASI,〒634-0078 奈良県橿原市八木町１－８－１６大和橿原シティホテル２F,飲食店,0744-22-5177,http://www.kashihara-cityhotel.com/restaurant/index.html
麺匠らーめん  いせ屋,〒634-0078 奈良県橿原市八木町１－８－１６大和橿原シティホテル２F,飲食店,0744-20-2226,http://www.kashihara-cityhotel.com/restaurant/index.html
はないちもんめ,〒634-0078 奈良県橿原市八木町1丁目10-3,飲食店,0744-29-8710,https://www.hotpepper.jp/strJ000970092/
山帰来,〒634-0103 奈良県高市郡明日香村飛鳥66-1,飲食店,0744-54-3218,-
創作ふれんち  榛（はる）,〒634-0111 奈良県高市郡明日香村岡385-2,飲食店,0744-54-4575,-
明日香の夢市,〒634-0112 奈良県高市郡明日香村島庄154-3,飲食店,0744-54-9450,http://asukadeasobo.jp
和風レストラン  あすか野,〒634-0112 奈良県高市郡明日香村島庄165番地の1,飲食店,0744-54-4466,-
レストラン  ポカフレール,〒634-0112 奈良県高市郡明日香村島庄51-1,飲食店,080-3101-7888,-
お好み 焼まん房  まん房  新ノ口本店,〒634-0802 奈良県橿原市新口町267－1グリーンタウンにのくち3号,飲食店,0744-25-5650,http://www.manboh.com/
かに道楽  奈良橿原店,〒634-0803 奈良県橿原市上品寺町280-1,飲食店,0120-256-066,https://douraku.co.jp/kansai/kashihara/
木曽路橿原店,〒634-0803 奈良県橿原市上品寺町338番1,飲食店,0744-47-3298,https://www.kisoji.co.jp/kisoji/navi/shop_detail.asp?ShopNo=635
や台ずし  大和八木駅南口町,〒634-0804 奈良県橿原市内膳町1－4－11,飲食店,0744-22-0528,http://yossix.co.jp/
 KICHIRI 大和八木店,〒634-0804 奈良県橿原市内膳町5-2-38大和ビル4F,飲食店,0744-21-3666,-
ajito 大和八木,〒634-0804 奈良県橿原市内膳町1-1-71Ysビル7,飲食店,0744-20-1156,-
つくし  八木店,〒634-0804 奈良県橿原市内膳町5-1-10,飲食店,0744-29-0294,-
ミスタードーナツ八木駅前店,〒634-0804 奈良県橿原市内膳町5-1-30,飲食店,0744-24-2877,-
ごきげんえびす 大和八木店,〒634-0804 奈良県橿原市内膳町5丁目2-39かとう駅前ビル2F,飲食店,0744-21-1239,http://www.iconet.co.jp/shop/brand/12.html
#肉といえば松田,〒634-0804 奈良県橿原市内膳町1-5-22,飲食店,0744-24-0029,https://tabelog.com/nara/A2903/A290302/29012154/
焼鳥 きなせえ,〒634-0804 奈良県橿原市内膳町1丁目5-13,飲食店,0744-29-8033,-
老舗昭和 大衆 酒場天まであがれ,〒634-0804 奈良県橿原市内膳町5丁目2-137-1（ヤマトレジャーセンタービル3F）,飲食店,050-3468-0398,-
お好み焼き 田舎鉄板炉ばた 花舎,〒634-0804 奈良県橿原市内膳町1丁目5-13,飲食店,0744-25-7757,-
呑呑茶屋虎屋,〒634-0804 奈良県橿原市内膳町1丁目5-15,飲食店,0744-22-6123,-
レストランcaféソラ,〒634-0804 奈良県橿原市内膳町5丁目3番31号フクダ不動産八木駅前ビル1階,飲食店,0744-20-1280,https://bar-piazza.jp/
日本料理山河,〒634-0804 奈良県橿原市内膳町5丁目3番31号フクダ不動産八木駅前ビル1階,飲食店,0744-24-0200,https://sanga-fukuda.jp/
ゴルフバースター,〒634-0804 奈良県橿原市内膳町5丁目3番31号フクダ不動産八木駅前ビル2階,飲食店,0744-22-3636,https://golfbar-star.jp/
Steak＆Wine Lamp,〒634-0804 奈良県橿原市内膳町1-2-7ひばりやビル1F,飲食店,0744-22-1010,https://steak-lamp.com/
Flower since2014,〒634-0804 奈良県橿原市内膳町4-12-2-2F,飲食店,0744-29-8828,https://www.facebook.com/flower.since2014/
あほや八木駅前店,〒634-0804 奈良県橿原市内膳町1-5-22,飲食店,080-5710-0243,-
居酒屋 蔵,〒634-0804 奈良県橿原市内膳町1-4-14慶ビル1階,飲食料品店,0744-29-4108,-
美食酒房  如意,〒634-0804 奈良県橿原市内膳町5-1-16,飲食店,0744-23-6353,-
立呑処まる,〒634-0804 奈良県橿原市内膳町1-4-10,飲食店,0744-29-6378,-
寿司居酒屋きらく,〒634-0804 奈良県橿原市内膳町1-2-14八木ビル２Ｆ,飲食店,0744-22-7567,-
グリル  マロニエ,〒634-0804 奈良県橿原市内膳町5ー1ー27,飲食店,0744-23-0888,-
じとっこ組合  大和八木店,〒634-0804 奈良県橿原市内膳町1丁目2-31  2階,飲食店,0744-20-0022,http://www.jitokkokumiai.com/shop/517/
和季粋酔  山葵,〒634-0804 奈良県橿原市内膳町1-3-3,飲食店,0744-25-7504,-
浜焼太郎大和八木店,〒634-0804 奈良県橿原市内膳町1-2-15スカイピア上田2階,飲食店,0744-48-3900,-
ミライザカ  大和八木店,〒634-0804 奈良県橿原市内膳町1-1-1上万ビル2・3・4F,飲食店,0744-20-3651,https://miraizaka.com/yamatoyagi/
鳥貴族 大和八木店,〒634-0804 奈良県橿原市内膳町1-1-71YSビル4F,飲食店,0744-20-0252,-
炭焼きイタリアンバールAKARI,〒634-0804 奈良県橿原市内膳町1丁目5-5-2,飲食店,0744-29-0057,https://www.italianbar-akari.jp
和楽庵  沖田,〒634-0804 奈良県橿原市内膳町4丁目4-5,飲食店,0744-25-5553,-
くいもの屋わん大和八木店,〒634-0804 奈良県橿原市内膳町1丁目１－７１YSビル５F,飲食店,0744-20-3588,https://wan-yamatoyagi.owst.jp
chatchak,〒634-0804 奈良県橿原市内膳町3-1-18,飲食店,0744-46-9533,-
Tama,〒634-0812 奈良県橿原市今井町4-5-14,飲食店,0744-24-8868,http://www.imicho-tama
鮮鶏  鳥寿,〒634-0812 奈良県橿原市今井町3丁目12-18不動産センタービル1階西,飲食店,0744-20-1129,-
カレーハウスCoCo壱番屋  橿原四条店,〒634-0812 奈良県橿原市今井町三丁目１８－１,飲食店,0744-29-2810,-
横田寿司橿原店,〒634-0813 奈良県橿原市四条町630-9,飲食店,0744-23-0429,http://yokota-sushi.com/
大起水産回転寿司橿原店,〒634-0826 奈良県橿原市川西町53－1,飲食店,0744-26-1116,-
天極堂橿原店,〒634-0833 奈良県橿原市忌部町321,飲食店,0744-20-2520,-
